,virus,ID,accession,country,city,date
318,EBOV,EM_074462,KR817121,?,?,2014-08-04
319,EBOV,EM_074531,KR817122,GIN,Gueckedou,2014-08-08
320,EBOV,EM_074548,KR817123,LBR,Lofa,2014-08-08
321,EBOV,EM_074684,KR817124,GIN,Macenta,2014-08-14
322,EBOV,EM_074720,KR817125,LBR,Lofa,2014-08-14
323,EBOV,EM_074785,KR817126,GIN,Macenta,2014-08-16
324,EBOV,EM_074821,KR817127,LBR,Lofa,2014-08-17
325,EBOV,EM_074822,KR817128,LBR,Lofa,2014-08-17
326,EBOV,EM_075043,KR817129,LBR,Lofa,2014-08-22
327,EBOV,EM_075076,KR817130,GIN,Gueckedou,2014-08-23
328,EBOV,EM_075368,KR817131,GIN,Macenta,2014-08-29
329,EBOV,EM_075373,KR817132,GIN,Macenta,2014-08-30
330,EBOV,EM_075435,KR817133,GIN,Kerouane,2014-08-30
331,EBOV,EM_075447,KR817134,GIN,Macenta,2014-08-31
332,EBOV,EM_075928,KR817135,GIN,Beyla,2014-10-10
333,EBOV,EM_075929,KR817136,GIN,Beyla,2014-10-10
334,EBOV,EM_075930,KR817137,GIN,Beyla,2014-10-10
335,EBOV,EM_075931,KR817138,GIN,Beyla,2014-10-10
336,EBOV,EM_075932,KR817139,GIN,Macenta,2014-10-10
337,EBOV,EM_076138,KR817140,GIN,Gueckedou,2014-10-17
338,EBOV,EM_076191,KR817141,GIN,Macenta,2014-10-18
339,EBOV,EM_076192,KR817142,GIN,Macenta,2014-10-18
340,EBOV,EM_076193,KR817143,GIN,Nzerekore,2014-10-18
341,EBOV,EM_076217,KR817144,GIN,Macenta,2014-10-19
342,EBOV,EM_076322,KR817145,GIN,Macenta,2014-10-22
343,EBOV,EM_076334,KR817146,GIN,Kerouane,2014-10-23
344,EBOV,EM_076335,KR817147,GIN,Kerouane,2014-10-23
345,EBOV,EM_076383,KR817148,GIN,Kerouane,2014-10-26
346,EBOV,EM_076403,KR817149,GIN,Macenta,2014-10-27
347,EBOV,EM_076472,KR817150,GIN,Macenta,2014-10-29
348,EBOV,EM_076533,KR817151,GIN,Macenta,2014-11-01
349,EBOV,EM_076534,KR817152,GIN,Macenta,2014-11-01
350,EBOV,EM_076610,KR817153,GIN,Nzerekore,2014-11-03
351,EBOV,EM_076615,KR817154,GIN,Macenta,2014-11-03
352,EBOV,EM_076769,KR817155,GIN,Kerouane,2014-11-08
353,EBOV,EM_076770,KR817156,GIN,Kerouane,2014-11-08
354,EBOV,EM_076948,KR817157,GIN,Gueckedou,2014-11-13
355,EBOV,EM_076949,KR817158,GIN,Gueckedou,2014-11-13
356,EBOV,EM_076951,KR817159,GIN,Lola,2014-11-13
357,EBOV,EM_078415,KR817160,GIN,Faranah,2014-11-24
358,EBOV,EM_078416,KR817161,GIN,Faranah,2014-11-24
359,EBOV,EM_078555,KR817162,GIN,Faranah,2014-12-01
360,EBOV,EM_078556,KR817163,GIN,Kankan,2014-12-01
361,EBOV,EM_078608,KR817164,GIN,Macenta,2014-12-04
362,EBOV,EM_078638,KR817165,GIN,Kankan,2014-12-03
363,EBOV,EM_078639,KR817166,GIN,Kankan,2014-12-04
364,EBOV,EM_078654,KR817167,GIN,Macenta,2014-12-09
365,EBOV,EM_078656,KR817168,GIN,Kouroussa,2014-12-09
366,EBOV,EM_078670,KR817169,GIN,Kankan,2014-12-11
367,EBOV,EM_078683,KR817170,GIN,Kerouane,2014-12-11
368,EBOV,EM_078694,KR817171,GIN,Kissidougou,2014-12-14
369,EBOV,EM_078697,KR817172,GIN,Kerouane,2014-12-14
370,EBOV,EM_078706,KR817173,GIN,Kissidougou,2014-12-15
371,EBOV,EM_078709,KR817174,GIN,Kerouane,2014-12-14
372,EBOV,EM_078722,KR817175,GIN,Kissidougou,2014-12-16
373,EBOV,EM_078763,KR817176,GIN,Kissidougou,2014-12-17
374,EBOV,EM_078779,KR817177,GIN,Kissidougou,2014-12-18
375,EBOV,EM_079388,KR817178,GIN,Macenta,2014-07-30
376,EBOV,EM_079404,KR817179,GIN,Gueckedou,2014-03-28
377,EBOV,EM_079405,KR817180,GIN,Gueckedou,2014-03-28
378,EBOV,EM_079408,KR817181,GIN,Gueckedou,2014-03-31
379,EBOV,EM_079410,KR817182,GIN,Gueckedou,2014-03-31
380,EBOV,EM_079412,KR817183,GIN,Gueckedou,2014-03-31
381,EBOV,EM_079413,KR817184,GIN,Gueckedou,2014-03-31
382,EBOV,EM_079414,KR817185,GIN,Gueckedou,2014-03-31
383,EBOV,EM_079421,KR817186,GIN,Macenta,2014-03-30
384,EBOV,EM_079422,KR817187,GIN,Macenta,2014-03-27
385,EBOV,EM_079423,KR817188,GIN,Macenta,2014-03-27
386,EBOV,EM_079424,KR817189,GIN,Macenta,2014-03-27
387,EBOV,EM_079429,KR817190,GIN,Gueckedou,2014-04-02
388,EBOV,EM_079434,KR817191,GIN,Macenta,2014-04-02
389,EBOV,EM_079442,KR817192,GIN,Gueckedou,2014-04-03
390,EBOV,EM_079444,KR817193,GIN,Kissidougou,2014-04-02
391,EBOV,EM_079450,KR817194,LBR,?,2014-04-01
392,EBOV,EM_079464,KR817195,GIN,Macenta,2014-04-04
393,EBOV,EM_079497,KR817196,GIN,Gueckedou,2014-04-07
394,EBOV,EM_079514,KR817197,GIN,Gueckedou,2014-04-10
395,EBOV,EM_079517,KR817198,GIN,Gueckedou,2014-04-11
396,EBOV,EM_079542,KR817199,GIN,Gueckedou,2014-04-12
397,EBOV,EM_079549,KR817200,GIN,Gueckedou,2014-04-13
398,EBOV,EM_079578,KR817201,GIN,Gueckedou,2014-04-18
399,EBOV,EM_079587,KR817202,GIN,Gueckedou,2014-04-22
400,EBOV,EM_079622,KR817203,GIN,Gueckedou,2014-04-28
401,EBOV,EM_079630,KR817204,GIN,Gueckedou,2014-05-01
402,EBOV,EM_079657,KR817205,GIN,Gueckedou,2014-05-07
403,EBOV,EM_079659,KR817206,GIN,Gueckedou,2014-05-07
404,EBOV,EM_079677,KR817207,GIN,Gueckedou,2014-05-10
405,EBOV,EM_079681,KR817208,GIN,Gueckedou,2014-05-11
406,EBOV,EM_079685,KR817209,GIN,Gueckedou,2014-05-11
407,EBOV,EM_079702,KR817210,GIN,Gueckedou,2014-05-14
408,EBOV,EM_079731,KR817211,GIN,Gueckedou,2014-05-18
409,EBOV,EM_079749,KR817212,GIN,Gueckedou,2014-05-21
410,EBOV,EM_079750,KR817213,GIN,Gueckedou,2014-05-21
411,EBOV,EM_079753,KR817214,GIN,Gueckedou,2014-05-22
412,EBOV,EM_079772,KR817215,GIN,Gueckedou,2014-05-24
413,EBOV,EM_079775,KR817216,GIN,Gueckedou,2014-05-24
414,EBOV,EM_079815,KR817217,GIN,Gueckedou,2014-05-28
415,EBOV,EM_079859,KR817218,GIN,Gueckedou,2014-06-01
416,EBOV,EM_079876,KR817219,GIN,Gueckedou,2014-06-05
417,EBOV,EM_079880,KR817220,GIN,Gueckedou,2014-06-05
418,EBOV,EM_079910,KR817221,GIN,Gueckedou,2014-06-09
419,EBOV,EM_079911,KR817222,GIN,Gueckedou,2014-06-09
420,EBOV,EM_079912,KR817223,GIN,Gueckedou,2014-06-09
421,EBOV,EM_079913,KR817224,GIN,Gueckedou,2014-06-09
422,EBOV,EM_079914,KR817225,GIN,Gueckedou,2014-06-10
423,EBOV,EM_079915,KR817226,GIN,Gueckedou,2014-06-10
424,EBOV,EM_079983,KR817227,SLE,Kailahun,2014-06-13
425,EBOV,EM_080003,KR817228,SLE,Kailahun,2014-06-14
426,EBOV,EM_080011,KR817229,SLE,Kailahun,2014-06-15
427,EBOV,EM_080063,KR817230,GIN,Gueckedou,2014-06-20
428,EBOV,EM_080064,KR817231,LBR,Lofa,2014-06-20
429,EBOV,EM_080065,KR817232,LBR,?,2014-06-20
430,EBOV,EM_080066,KR817233,LBR,?,2014-06-20
431,EBOV,EM_080067,KR817234,LBR,?,2014-06-20
432,EBOV,EM_080076,KR817235,GIN,Gueckedou,2014-06-22
433,EBOV,EM_080132,KR817236,SLE,Kailahun,2014-06-24
434,EBOV,EM_080141,KR817237,GIN,Gueckedou,2014-06-25
435,EBOV,EM_080165,KR817238,SLE,Kailahun,2014-06-26
436,EBOV,EM_080193,KR817239,LBR,?,2014-06-29
437,EBOV,EM_080213,KR817240,LBR,?,2014-07-03
438,EBOV,EM_080223,KR817241,LBR,?,2014-07-04
439,EBOV,EM_080253,KR817242,GIN,Gueckedou,2014-07-10
440,EBOV,EM_080261,KR817243,LBR,Lofa,2014-07-12
441,EBOV,EM_080265,KR817244,SLE,Kailahun,2014-07-12
442,EBOV,EM_080269,KR817245,LBR,?,2014-07-12
443,EBOV,Gueckedou-C05,KJ660348,GIN,Gueckedou,2014-03-19
444,EBOV,Gueckedou-C07,KJ660347,GIN,Gueckedou,2014-03-20
445,EBOV,Kissidougou-C15,KJ660346,GIN,Kissidougou,2014-03-17
447,EBOV,Makona-Italy-INMI1,KP701371,SLE,WesternArea,2014-11-25
448,EBOV,1027,KR534577,GIN,Conakry,2014-09-18
449,EBOV,1039,KR534578,GIN,Conakry,2014-09-19
450,EBOV,1043,KR534527,GIN,Conakry,2014-09-19
451,EBOV,1047,KR534528,GIN,Kindia,2014-09-20
452,EBOV,1059,KR534529,GIN,Conakry,2014-09-21
453,EBOV,1063,KR534530,GIN,Coyah,2014-09-21
454,EBOV,1069,KR534531,GIN,Forecariah,2014-09-21
455,EBOV,1081,KR534532,GIN,Conakry,2014-09-22
456,EBOV,1100,,GIN,Conakry,2014-09-23
457,EBOV,1104,KR534533,GIN,Dalaba,2014-09-24
458,EBOV,1105,KR534579,GIN,Conakry,2014-09-24
459,EBOV,1116,KR534534,GIN,Dalaba,2014-09-24
460,EBOV,1120,KR534535,GIN,Conakry,2014-09-25
461,EBOV,1121,KR534536,GIN,Conakry,2014-09-25
462,EBOV,1128,KR534580,GIN,Conakry,2014-09-25
463,EBOV,1129,KR534581,GIN,Conakry,2014-09-25
464,EBOV,1149,KR534582,GIN,Conakry,2014-09-27
465,EBOV,1193,KR534537,GIN,Conakry,2014-09-28
466,EBOV,1205,KR534538,GIN,Conakry,2014-10-02
467,EBOV,1210,KR534539,GIN,Conakry,2014-10-02
468,EBOV,1211,KR534540,GIN,Dalaba,2014-10-02
469,EBOV,1213,KR534583,GIN,Conakry,2014-10-02
470,EBOV,1215,KR534584,GIN,Conakry,2014-10-02
471,EBOV,1249,KR534541,GIN,Conakry,2014-10-04
472,EBOV,1250,KR534585,GIN,Conakry,2014-10-04
473,EBOV,1274,KR534542,GIN,Coyah,2014-10-04
474,EBOV,1277,KR534543,GIN,Coyah,2014-10-04
475,EBOV,1278,KR534544,GIN,Coyah,2014-10-04
476,EBOV,1279,KR534589,GIN,Coyah,2014-10-04
477,EBOV,1283,,GIN,Coyah,2014-10-04
478,EBOV,1298,KR534545,GIN,Conakry,2014-10-06
479,EBOV,1316,KR534546,GIN,Coyah,2014-10-07
480,EBOV,1320,KR534590,GIN,Coyah,2014-10-07
481,EBOV,1321,KR534547,GIN,Coyah,2014-10-07
482,EBOV,1327,KR534591,GIN,Coyah,2014-10-07
483,EBOV,1331,KR534548,GIN,Kerouane,2014-10-07
484,EBOV,1333,KR534549,GIN,Coyah,2014-10-07
485,EBOV,1339,KR534550,GIN,Coyah,2014-10-08
486,EBOV,1340,KR534551,GIN,Conakry,2014-10-08
487,EBOV,1341,,GIN,Coyah,2014-10-08
488,EBOV,1342,KR534552,GIN,Conakry,2014-10-08
489,EBOV,1355,KR534553,GIN,Coyah,2014-10-09
490,EBOV,1365,KR534554,GIN,Forecariah,2014-10-09
491,EBOV,1371,KR534555,GIN,Conakry,2014-10-10
492,EBOV,1374,KR534556,GIN,Coyah,2014-10-10
493,EBOV,1394,KR534557,GIN,Coyah,2014-10-11
494,EBOV,1436,KR534558,GIN,Coyah,2014-10-13
495,EBOV,1445,KR534559,GIN,Conakry,2014-10-14
496,EBOV,1454,KR534560,GIN,Conakry,2014-10-14
497,EBOV,1480,KR534561,GIN,Conakry,2014-10-15
498,EBOV,1481,KR534575,GIN,Conakry,2014-10-15
499,EBOV,1491,KR534576,GIN,Conakry,2014-10-16
500,EBOV,1551,KR534562,GIN,Conakry,2014-10-18
501,EBOV,1561,KR534563,GIN,Conakry,2014-10-19
502,EBOV,1567,KR534564,GIN,Forecariah,2014-10-18
503,EBOV,1568,KR534565,GIN,Forecariah,2014-10-18
504,EBOV,1571,KR534566,GIN,Forecariah,2014-10-20
505,EBOV,1622,KR534567,GIN,Nzerekore,2014-10-22
506,EBOV,1623,KR534568,GIN,Forecariah,2014-10-24
507,EBOV,1648,KR534569,GIN,Kindia,2014-10-23
508,EBOV,1651,KR534570,GIN,Conakry,2014-10-24
509,EBOV,1652,KR534571,GIN,Coyah,2014-10-24
510,EBOV,1686,KR534572,GIN,Coyah,2014-10-24
511,EBOV,1689,KR534573,GIN,Coyah,2014-10-25
512,EBOV,1690,KR534574,GIN,Coyah,2014-10-25
513,EBOV,505,KR534507,GIN,Conakry,2014-07-24
514,EBOV,507,KR534586,GIN,Conakry,2014-07-24
515,EBOV,509,KR534508,GIN,Conakry,2014-07-24
516,EBOV,517,KR534509,GIN,Siguiri,2014-07-24
517,EBOV,531,KR534510,GIN,Kouroussa,2014-07-27
518,EBOV,573,KR534511,GIN,Conakry,2014-08-02
519,EBOV,653,KR534514,GIN,Conakry,2014-08-15
520,EBOV,657,KR534515,GIN,Conakry,2014-08-16
521,EBOV,678,KR534516,GIN,Conakry,2014-08-19
522,EBOV,684,KR534517,GIN,Conakry,2014-08-20
523,EBOV,691,KR534518,GIN,Conakry,2014-08-21
524,EBOV,701,KR534519,GIN,Conakry,2014-08-22
525,EBOV,740,KR534520,GIN,Conakry,2014-08-26
526,EBOV,742,KR534587,GIN,Conakry,2014-08-26
527,EBOV,768,KR534588,GIN,Conakry,2014-08-27
528,EBOV,786,KR534521,GIN,Conakry,2014-08-28
529,EBOV,787,KR534522,GIN,Conakry,2014-08-28
530,EBOV,789,KR534523,GIN,Dubreka,2014-08-29
531,EBOV,955,KR534524,GIN,Coyah,2014-09-11
532,EBOV,976,KR534525,GIN,Conakry,2014-09-14
533,EBOV,989,KR534526,GIN,Forecariah,2014-09-15
534,EBOV,Conakry_633,KR534512,GIN,Gueckedou,2014-08-12
535,EBOV,Conakry_645,KR534513,GIN,Macenta,2014-08-14
536,EBOV,Makona-Mali-DPR1,KP260799,GIN,?,2014-10-23
537,EBOV,Makona-Mali-DPR2,KP260800,GIN,?,2014-11-12
538,EBOV,Makona-UK2,KP658432,SLE,WesternArea,2014-12-29
540,EBOV,Makona-UK1.1,KP184503,SLE,Kenema,2014-08-25
541,EBOV,J0001,KP759636,SLE,WesternRural,2014-09-27
542,EBOV,J0002,KP759640,SLE,WesternUrban,2014-09-27
543,EBOV,J0003,KP759651,SLE,PortLoko,2014-09-28
544,EBOV,J0004,KP759668,SLE,WesternRural,2014-09-28
545,EBOV,J0005,KP759628,SLE,WesternRural,2014-09-26
546,EBOV,J0006,KP759630,SLE,WesternRural,2014-09-28
547,EBOV,J0007,KP759631,SLE,WesternRural,2014-09-27
548,EBOV,J0008,KP759718,SLE,WesternUrban,2014-09-29
549,EBOV,J0009,KP759734,SLE,PortLoko,2014-09-28
550,EBOV,J0010,KP759639,SLE,PortLoko,2014-09-28
551,EBOV,J0011,KP759641,SLE,PortLoko,2014-09-29
552,EBOV,J0012,KP759642,SLE,PortLoko,2014-09-29
553,EBOV,J0013,KP759643,SLE,PortLoko,2014-09-28
554,EBOV,J0014,KP759740,SLE,PortLoko,2014-09-29
555,EBOV,J0015,KP759741,SLE,Bombali,2014-09-26
556,EBOV,J0016,KP759742,SLE,WesternRural,2014-09-30
557,EBOV,J0017,KP759747,SLE,Bombali,2014-09-26
558,EBOV,J0018,KP759644,SLE,WesternRural,2014-09-30
559,EBOV,J0019,KP759754,SLE,Bombali,2014-09-25
560,EBOV,J0020,KP759755,SLE,Bombali,2014-09-25
561,EBOV,J0021,KP759756,SLE,Bombali,2014-09-29
562,EBOV,J0022,KP759757,SLE,Bombali,2014-09-25
563,EBOV,J0023,KP759652,SLE,WesternRural,2014-10-01
564,EBOV,J0024,KP759663,SLE,WesternRural,2014-09-29
565,EBOV,J0025,KP759666,SLE,WesternRural,2014-10-02
566,EBOV,J0026,KP759670,SLE,Bombali,2014-10-02
567,EBOV,J0027,KP759678,SLE,Bombali,2014-10-02
568,EBOV,J0028,KP759683,SLE,Bombali,2014-10-02
569,EBOV,J0029,KP759688,SLE,PortLoko,2014-09-29
570,EBOV,J0030,KP759606,SLE,PortLoko,2014-10-03
571,EBOV,J0031,KP759607,SLE,PortLoko,2014-10-03
572,EBOV,J0032,KP759691,SLE,PortLoko,2014-09-30
573,EBOV,J0033,KP759692,SLE,PortLoko,2014-10-03
574,EBOV,J0034,KP759608,SLE,PortLoko,2014-09-30
575,EBOV,J0035,KP759609,SLE,PortLoko,2014-10-01
576,EBOV,J0036,KP759694,SLE,PortLoko,2014-10-03
577,EBOV,J0037,KP759615,SLE,PortLoko,2014-10-03
578,EBOV,J0038,KP759618,SLE,PortLoko,2014-09-30
579,EBOV,J0039,KP759620,SLE,PortLoko,2014-10-03
580,EBOV,J0040,KP759629,SLE,WesternArea,2014-10-04
581,EBOV,J0041,KP759710,SLE,WesternArea,2014-10-04
582,EBOV,J0042,KP759711,SLE,WesternRural,2014-10-04
583,EBOV,J0043,KP759712,SLE,WesternArea,2014-10-04
584,EBOV,J0044,KP759713,SLE,WesternRural,2014-10-05
585,EBOV,J0045,KP759714,SLE,WesternUrban,2014-10-05
586,EBOV,J0046,KP759715,SLE,WesternRural,2014-10-07
587,EBOV,J0047,KP759632,SLE,WesternUrban,2014-10-05
588,EBOV,J0048,KP759716,SLE,WesternRural,2014-10-05
589,EBOV,J0049,KP759717,SLE,PortLoko,2014-10-07
590,EBOV,J0050,KP759719,SLE,WesternUrban,2014-10-05
591,EBOV,J0051,KP759633,SLE,WesternUrban,2014-10-07
592,EBOV,J0052,KP759720,SLE,WesternUrban,2014-10-08
593,EBOV,J0053,KP759721,SLE,WesternRural,2014-10-06
594,EBOV,J0054,KP759722,SLE,WesternRural,2014-10-06
595,EBOV,J0055,KP759723,SLE,PortLoko,2014-10-06
596,EBOV,J0056,KP759634,SLE,PortLoko,2014-10-08
597,EBOV,J0057,KP759635,SLE,PortLoko,2014-10-05
598,EBOV,J0058,KP759724,SLE,PortLoko,2014-10-08
599,EBOV,J0059,KP759725,SLE,WesternRural,2014-10-08
600,EBOV,J0060,KP759726,SLE,WesternUrban,2014-10-06
601,EBOV,J0061,KP759637,SLE,PortLoko,2014-10-10
602,EBOV,J0062,KP759727,SLE,PortLoko,2014-10-10
603,EBOV,J0063,KP759638,SLE,PortLoko,2014-10-10
604,EBOV,J0064,KP759728,SLE,WesternUrban,2014-10-09
605,EBOV,J0065,KP759729,SLE,WesternRural,2014-10-09
606,EBOV,J0066,KP759730,SLE,WesternArea,2014-10-10
607,EBOV,J0067,KP759731,SLE,PortLoko,2014-10-09
608,EBOV,J0068,KP759732,SLE,WesternRural,2014-10-09
609,EBOV,J0069,KP759733,SLE,WesternRural,2014-10-09
610,EBOV,J0070,KP759735,SLE,PortLoko,2014-10-09
611,EBOV,J0071,KP759736,SLE,PortLoko,2014-10-09
612,EBOV,J0072,KP759737,SLE,PortLoko,2014-10-09
613,EBOV,J0073,KP759738,SLE,PortLoko,2014-10-12
614,EBOV,J0074,KP759739,SLE,WesternRural,2014-10-13
615,EBOV,J0075,KP759743,SLE,WesternRural,2014-10-17
616,EBOV,J0076,KP759744,SLE,WesternRural,2014-10-17
617,EBOV,J0077,KP759745,SLE,WesternRural,2014-10-17
618,EBOV,J0078,KP759746,SLE,WesternUrban,2014-10-18
619,EBOV,J0079,KP759748,SLE,WesternRural,2014-10-16
620,EBOV,J0080,KP759749,SLE,PortLoko,2014-10-18
621,EBOV,J0081,KP759750,SLE,WesternRural,2014-10-16
622,EBOV,J0082,KP759751,SLE,WesternRural,2014-10-16
623,EBOV,J0083,KP759752,SLE,PortLoko,2014-10-18
624,EBOV,J0084,KP759753,SLE,PortLoko,2014-10-16
625,EBOV,J0085,KP759645,SLE,PortLoko,2014-10-17
626,EBOV,J0086,KP759646,SLE,WesternRural,2014-10-23
627,EBOV,J0087,KP759647,SLE,PortLoko,2014-10-23
628,EBOV,J0088,KP759648,SLE,PortLoko,2014-10-20
629,EBOV,J0089,KP759758,SLE,WesternArea,2014-10-23
630,EBOV,J0090,KP759649,SLE,WesternUrban,2014-10-23
631,EBOV,J0091,KP759759,SLE,WesternArea,2014-10-25
632,EBOV,J0092,KP759650,SLE,WesternRural,2014-10-25
633,EBOV,J0093,KP759760,SLE,WesternRural,2014-10-24
634,EBOV,J0094,KP759761,SLE,WesternRural,2014-10-27
635,EBOV,J0095,KP759653,SLE,WesternUrban,2014-10-27
636,EBOV,J0096,KP759654,SLE,WesternUrban,2014-10-27
637,EBOV,J0097,KP759762,SLE,WesternRural,2014-10-28
638,EBOV,J0098,KP759763,SLE,WesternRural,2014-10-28
639,EBOV,J0099,KP759764,SLE,Kambia,2014-10-28
640,EBOV,J0100,KP759655,SLE,Kambia,2014-10-26
641,EBOV,J0101,KP759656,SLE,PortLoko,2014-10-29
642,EBOV,J0102,KP759657,SLE,PortLoko,2014-10-27
643,EBOV,J0103,KP759658,SLE,PortLoko,2014-10-29
644,EBOV,J0104,KP759765,SLE,PortLoko,2014-10-29
645,EBOV,J0105,KP759766,SLE,PortLoko,2014-10-29
646,EBOV,J0106,KP759767,SLE,WesternRural,2014-10-28
647,EBOV,J0107,KP759768,SLE,WesternUrban,2014-10-29
648,EBOV,J0108,KP759659,SLE,WesternRural,2014-10-28
649,EBOV,J0109,KP759594,SLE,WesternUrban,2014-10-31
650,EBOV,J0110,KP759660,SLE,WesternUrban,2014-10-31
651,EBOV,J0111,KP759595,SLE,WesternUrban,2014-10-30
652,EBOV,J0112,KP759661,SLE,WesternArea,2014-10-31
653,EBOV,J0113,KP759662,SLE,WesternUrban,2014-10-30
654,EBOV,J0114,KP759596,SLE,PortLoko,2014-10-29
655,EBOV,J0115,KP759597,SLE,PortLoko,2014-10-29
656,EBOV,J0116,KP759664,SLE,WesternRural,2014-10-30
657,EBOV,J0117,KP759665,SLE,WesternRural,2014-10-31
658,EBOV,J0118,KP759598,SLE,WesternRural,2014-10-31
659,EBOV,J0119,KP759667,SLE,WesternUrban,2014-10-30
660,EBOV,J0120,KP759599,SLE,WesternRural,2014-10-30
661,EBOV,J0121,KP759669,SLE,WesternUrban,2014-10-29
662,EBOV,J0122,KP759671,SLE,WesternUrban,2014-10-29
663,EBOV,J0123,KP759672,SLE,WesternRural,2014-11-01
664,EBOV,J0124,KP759673,SLE,WesternArea,2014-11-02
665,EBOV,J0125,KP759674,SLE,WesternRural,2014-10-31
666,EBOV,J0126,KP759675,SLE,WesternRural,2014-10-31
667,EBOV,J0127,KP759676,SLE,WesternUrban,2014-10-30
668,EBOV,J0128,KP759677,SLE,WesternUrban,2014-10-31
669,EBOV,J0129,KP759600,SLE,WesternUrban,2014-11-02
670,EBOV,J0130,KP759679,SLE,PortLoko,2014-11-02
671,EBOV,J0131,KP759680,SLE,PortLoko,2014-10-30
672,EBOV,J0132,KP759601,SLE,WesternUrban,2014-11-02
673,EBOV,J0133,KP759681,SLE,WesternRural,2014-10-31
674,EBOV,J0134,KP759682,SLE,WesternRural,2014-10-31
675,EBOV,J0135,KP759602,SLE,WesternRural,2014-11-03
676,EBOV,J0136,KP759684,SLE,WesternRural,2014-11-01
677,EBOV,J0137,KP759685,SLE,WesternRural,2014-11-01
678,EBOV,J0138,KP759686,SLE,WesternUrban,2014-11-01
679,EBOV,J0139,KP759687,SLE,WesternUrban,2014-10-30
680,EBOV,J0140,KP759603,SLE,WesternRural,2014-10-30
681,EBOV,J0141,KP759689,SLE,WesternRural,2014-11-04
682,EBOV,J0142,KP759690,SLE,WesternUrban,2014-11-03
683,EBOV,J0143,KP759604,SLE,Kambia,2014-11-04
684,EBOV,J0144,KP759605,SLE,Kambia,2014-11-04
685,EBOV,J0145,KP759693,SLE,WesternRural,2014-11-06
686,EBOV,J0146,KP759610,SLE,WesternUrban,2014-11-07
687,EBOV,J0147,KP759611,SLE,WesternUrban,2014-11-07
688,EBOV,J0148,KP759612,SLE,WesternRural,2014-11-06
689,EBOV,J0149,KP759695,SLE,WesternUrban,2014-11-07
690,EBOV,J0150,KP759696,SLE,WesternUrban,2014-11-06
691,EBOV,J0151,KP759613,SLE,WesternRural,2014-11-07
692,EBOV,J0152,KP759614,SLE,WesternRural,2014-11-07
693,EBOV,J0153,KP759616,SLE,WesternRural,2014-11-07
694,EBOV,J0154,KP759617,SLE,WesternArea,2014-11-07
695,EBOV,J0155,KP759697,SLE,WesternArea,2014-11-07
696,EBOV,J0156,KP759698,SLE,WesternUrban,2014-11-07
697,EBOV,J0157,KP759699,SLE,WesternUrban,2014-11-06
698,EBOV,J0158,KP759700,SLE,WesternRural,2014-11-08
699,EBOV,J0159,KP759619,SLE,WesternRural,2014-11-05
700,EBOV,J0160,KP759621,SLE,WesternRural,2014-11-07
701,EBOV,J0161,KP759701,SLE,WesternUrban,2014-11-08
702,EBOV,J0162,KP759622,SLE,Kambia,2014-11-09
703,EBOV,J0163,KP759702,SLE,PortLoko,2014-11-08
704,EBOV,J0164,KP759623,SLE,WesternRural,2014-11-09
705,EBOV,J0165,KP759703,SLE,WesternUrban,2014-11-08
706,EBOV,J0166,KP759704,SLE,WesternUrban,2014-11-08
707,EBOV,J0167,KP759624,SLE,WesternUrban,2014-11-08
708,EBOV,J0168,KP759705,SLE,WesternArea,2014-11-11
709,EBOV,J0169,KP759706,SLE,WesternUrban,2014-11-09
710,EBOV,J0170,KP759625,SLE,WesternUrban,2014-11-10
711,EBOV,J0171,KP759707,SLE,WesternRural,2014-11-10
712,EBOV,J0172,KP759626,SLE,WesternRural,2014-11-11
713,EBOV,J0173,KP759627,SLE,WesternRural,2014-11-11
714,EBOV,J0174,KP759708,SLE,WesternArea,2014-11-11
715,EBOV,J0175,KP759709,SLE,WesternArea,2014-11-11
716,EBOV,CDC-NIH-1122,,LBR,Margibi,2014-09-16
717,EBOV,CDC-NIH-1650,,LBR,Margibi,2014-09-27
718,EBOV,CDC-NIH-2303,,LBR,Montserrado,2014-10-10
719,EBOV,CDC-NIH-2313,,LBR,Montserrado,2014-10-10
720,EBOV,CDC-NIH-257,,LBR,Montserrado,2014-08-27
721,EBOV,CDC-NIH-259,,LBR,Montserrado,2014-08-27
722,EBOV,CDC-NIH-261,,LBR,Montserrado,2014-08-27
723,EBOV,CDC-NIH-272,,LBR,Montserrado,2014-08-27
724,EBOV,CDC-NIH-2984,,LBR,Montserrado,2014-10-23
725,EBOV,CDC-NIH-3762,,LBR,Montserrado,2014-11-19
726,EBOV,CDC-NIH-3827,,LBR,Montserrado,2014-11-23
727,EBOV,CDC-NIH-3832,,LBR,GrandCapeMount,2014-11-23
728,EBOV,CDC-NIH-3871,,LBR,GrandBassa,2014-11-25
729,EBOV,CDC-NIH-3874,,LBR,Montserrado,2014-11-25
730,EBOV,CDC-NIH-3878,,LBR,Montserrado,2014-11-25
731,EBOV,CDC-NIH-595,,LBR,Montserrado,2014-09-04
732,EBOV,CDC-NIH-603,,LBR,Montserrado,2014-09-04
733,EBOV,CDC-NIH-683,,LBR,Montserrado,2014-09-06
734,EBOV,CDC-NIH-686,,LBR,Margibi,2014-09-06
735,EBOV,CDC-NIH-708,,LBR,Montserrado,2014-09-07
736,EBOV,CDC-NIH-710,,LBR,Montserrado,2014-09-07
737,EBOV,LIBR0008,KT725313,LBR,Montserrado,2014-10-31
